run_id,variant,fault_id,fault_family,study_scope,ablation_block,hypothesis_id,interpretation_note,faithfulness_label,intensity_level,duration_level,pending_level,train_mode,repeat_idx,seed_idx,run_seed,loadgen_seed,tp,fp,fn,tn,tpr,fpr,precision,recall,f1,mean_lead_time_s,median_lead_time_s,num_scored_alarms,pending_window_s,alarm_fp_fraction,paper_af,paper_at,paper_ntn,paper_nfp,normal_window_ticks,num_alarms_before_fault_on,prediction_target_eval,alarm_time_filter,post_bootstrap_ts,fault_on_ts,slo_proxy_ts,anomaly_quantile_level,som_smooth_k,anomaly_streak,anomaly_quantile,som_kfold,som_rows,som_cols,som_lr,som_sigma,poll_sec,bootstrap_target,expected_bootstrap_vectors,effective_bootstrap_vectors,required_bootstrap_vectors,bootstrap_vectors_ok,coverage_ok,observability_limited,top_feature,top_effect_size,degenerate_features,normal_variance_score,matching_mode,som_model_present,som_metrics_error,som_dim,som_training_steps,som_threshold_saved,som_init_trials,som_selected_fold,som_selected_init,som_validation_accuracy,som_normalization_mode,som_online_clip_mode,som_scale_mean,som_scale_std,som_scale_min,som_scale_max,som_weight_mean,som_weight_std,som_weight_frobenius,som_unit_weight_l2_mean,som_unit_weight_l2_std,som_neighbor_dist_h_mean,som_neighbor_dist_v_mean,som_umatrix_mean,som_quantization_mean_bmu_dist,som_quantization_n_samples
20260329T154850Z-screen_smooth_streak-cpu_hog_like-ibase-dbase-wbase-s01-r07,screen_smooth_streak,cpu_hog_like,paper_aligned,extended,decision,H-smooth-streak,"Balanced smooth/streak, stricter quantile, 20s alarm log dedupe vs old aggressive 1/1.",extended-beyond-paper,base,base,base,warm_start,7,1,3596059528,3596059528,0,2,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,90.0,1.0,0.5,0.0,2,2,4,2,injection_onset,before_any_future_fault_start,1774803447.312656,1774803451.39648,,base,3,2,0.88,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,525103104.0,"disk_fill_mb,leak_mb,open_fds_sim,retry_rate",966232.0872179616,one_to_one,True,,9,717,9.708818424262658,3,1,0,0.8888888888888888,train_max_100,none,9205990.55737637,26038463.85090582,0.07,82853888.0,246.57871523804417,2085.9505588365055,201645.49879072484,1886.2557807797862,6012.4833721137065,264.48071699609926,272.55188016319715,268.51629857964826,12094.662123722208,7
20260329T154850Z-screen_smooth_streak-cpu_hog_like-ibase-dbase-wbase-s01-r09,screen_smooth_streak,cpu_hog_like,paper_aligned,extended,decision,H-smooth-streak,"Balanced smooth/streak, stricter quantile, 20s alarm log dedupe vs old aggressive 1/1.",extended-beyond-paper,base,base,base,warm_start,9,1,1019542261,1019542261,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,5,0,5,0,injection_onset,before_any_future_fault_start,1774803739.6996741,1774803745.1216378,,base,3,2,0.88,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,73232384.0,"db_inflight,disk_fill_mb,latency_p95,leak_mb,open_fds_sim,proc_mem_bytes,proc_open_fds,req_rate,retry_rate",0.0,one_to_one,True,,9,781,9.708818424262658,3,1,0,0.8888888888888888,train_max_100,none,9205990.55737637,26038463.85090582,0.07,82853888.0,233.19408652384521,2021.4747348131252,195348.5500835891,1777.816700088568,5840.03630555355,248.53697995043333,272.54209634155654,260.5395381459949,111.94479586980962,1
20260329T154850Z-screen_smooth_streak-cpu_hog_like-ibase-dbase-wbase-s01-r10,screen_smooth_streak,cpu_hog_like,paper_aligned,extended,decision,H-smooth-streak,"Balanced smooth/streak, stricter quantile, 20s alarm log dedupe vs old aggressive 1/1.",extended-beyond-paper,base,base,base,warm_start,10,1,2878846273,2878846273,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,5,0,5,0,injection_onset,before_any_future_fault_start,1774803994.5855849,1774804000.2040162,,base,3,2,0.88,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,68880384.0,"db_inflight,disk_fill_mb,latency_p95,leak_mb,open_fds_sim,proc_mem_bytes,proc_open_fds,req_rate,retry_rate",0.0,one_to_one,True,,9,843,9.708818424262658,3,1,0,0.8888888888888888,train_max_100,none,9205990.55737637,26038463.85090582,0.07,82853888.0,226.56933073631302,1991.908940186685,192456.29510192876,1722.703801055262,5762.256988582099,239.98978797019632,271.76224853886345,255.87601825452987,202.49983434918718,1
20260329T154850Z-screen_smooth_streak-mem_leak-ibase-dbase-wbase-s01-r03,screen_smooth_streak,mem_leak,paper_aligned,extended,decision,H-smooth-streak,"Balanced smooth/streak, stricter quantile, 20s alarm log dedupe vs old aggressive 1/1.",extended-beyond-paper,base,base,base,warm_start,3,1,1238417520,1238417520,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,18,0,18,0,injection_onset,before_any_future_fault_start,1774801730.749606,1774801748.929277,,base,3,2,0.88,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,454324679.11111116,"db_inflight,disk_fill_mb,open_fds_sim,retry_rate",21967991.3528634,one_to_one,True,,9,434,10.598178892398288,3,1,2,0.9259259259259259,train_max_100,none,9226925.760249343,26097677.254589405,0.13234374999999993,83042304.0,167.00579354599816,1429.1417471406635,138131.19279612182,1237.956405819567,4135.274785763828,193.49956261948304,183.1464091526329,188.32298588605795,20193.655777115913,5
20260329T154850Z-screen_smooth_streak-mem_leak-ibase-dbase-wbase-s01-r05,screen_smooth_streak,mem_leak,paper_aligned,extended,decision,H-smooth-streak,"Balanced smooth/streak, stricter quantile, 20s alarm log dedupe vs old aggressive 1/1.",extended-beyond-paper,base,base,base,warm_start,5,1,3503934556,3503934556,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,21,0,21,0,injection_onset,before_any_future_fault_start,1774802011.733832,1774802033.587717,,base,3,2,0.88,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,454350165.33333325,"db_inflight,disk_fill_mb,open_fds_sim,retry_rate",21970351.313542143,one_to_one,True,,9,442,7.235394953767657,3,2,1,0.9230769230769231,train_max_100,none,9157293.76782027,25900728.21436236,0.061874999999999986,82415616.0,175.3608191072226,1451.4912206789368,140356.40531261996,1265.569415535815,4199.587798788616,185.42949467491434,201.745489218182,193.58749194654814,20269.804037015434,5
20260329T154850Z-screen_smooth_streak-mem_leak-ibase-dbase-wbase-s01-r09,screen_smooth_streak,mem_leak,paper_aligned,extended,decision,H-smooth-streak,"Balanced smooth/streak, stricter quantile, 20s alarm log dedupe vs old aggressive 1/1.",extended-beyond-paper,base,base,base,warm_start,9,1,409681160,409681160,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,40,0,40,0,injection_onset,before_any_future_fault_start,1774802322.9189901,1774802363.3986812,,base,3,2,0.88,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,69854094.22222221,"db_inflight,disk_fill_mb,latency_p95,leak_mb,open_fds_sim,proc_mem_bytes,proc_open_fds,req_rate,retry_rate",0.0,one_to_one,True,,9,433,9.708818424262658,3,1,0,0.8888888888888888,train_max_100,none,9205990.55737637,26038463.85090582,0.07,82853888.0,170.6873634661853,1493.0590566109263,144267.25671492724,1275.0528743777295,4324.289059569864,194.04373520644768,191.18727030000062,192.61550275322415,31292.86673860084,4
20260329T154850Z-screen_threshold-cpu_hog_like-ibase-dbase-wbase-s01-r01,screen_threshold,cpu_hog_like,paper_aligned,extended,decision,H-quantile,Stricter quantile vs anchor.,extended-beyond-paper,base,base,base,warm_start,1,1,2398997715,2398997715,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,2,0,2,0,injection_onset,before_any_future_fault_start,1774806884.7642949,1774806887.68908,,base,5,3,0.95,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,68201185.28,"disk_fill_mb,leak_mb,open_fds_sim,retry_rate",687067.8445472762,one_to_one,True,,9,1518,9.708818424262658,3,1,0,0.8888888888888888,train_max_100,none,9205990.55737637,26038463.85090582,0.07,82853888.0,147.0367568034897,1340.2989470092305,129440.65137773534,1040.4814892765119,3908.9113506603085,155.36859726119,251.43035362883964,203.39947544501482,202.13018668922751,5
20260329T154850Z-screen_threshold-cpu_hog_like-ibase-dbase-wbase-s01-r02,screen_threshold,cpu_hog_like,paper_aligned,extended,decision,H-quantile,Stricter quantile vs anchor.,extended-beyond-paper,base,base,base,warm_start,2,1,2789547477,2789547477,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,3,0,3,0,injection_onset,before_any_future_fault_start,1774807150.939749,1774807154.8745952,,base,5,3,0.95,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,78693922.13333333,"disk_fill_mb,leak_mb,open_fds_sim,retry_rate",433802.7016903421,one_to_one,True,,9,1573,9.708818424262658,3,1,0,0.8888888888888888,train_max_100,none,9205990.55737637,26038463.85090582,0.07,82853888.0,145.33948123278708,1334.405448969938,128860.52025462632,1029.1159135356224,3893.1701272765927,151.97232225276397,251.20867983747334,201.59050104511869,124.79029924342743,10
20260329T154850Z-screen_threshold-cpu_hog_like-ibase-dbase-wbase-s01-r03,screen_threshold,cpu_hog_like,paper_aligned,extended,decision,H-quantile,Stricter quantile vs anchor.,extended-beyond-paper,base,base,base,warm_start,3,1,2530685972,2530685972,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,4,0,4,0,injection_onset,before_any_future_fault_start,1774807416.3760798,1774807421.208161,,base,5,3,0.95,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,79243788.80000001,"disk_fill_mb,leak_mb,open_fds_sim,retry_rate",446207.0841625652,one_to_one,True,,9,1625,9.708818424262658,3,1,0,0.8888888888888888,train_max_100,none,9205990.55737637,26038463.85090582,0.07,82853888.0,145.60718378071502,1334.0816740778753,128832.40649994802,1028.9346696444784,3892.3093057097094,152.29965468933125,251.2782337942396,201.78894424178543,48.8773157186738,16
20260329T154850Z-screen_threshold-cpu_hog_like-ibase-dbase-wbase-s01-r04,screen_threshold,cpu_hog_like,paper_aligned,extended,decision,H-quantile,Stricter quantile vs anchor.,extended-beyond-paper,base,base,base,warm_start,4,1,2954405715,2954405715,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,4,0,4,0,injection_onset,before_any_future_fault_start,1774807686.459785,1774807690.70593,,base,5,3,0.95,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,79537613.80392158,"disk_fill_mb,leak_mb,open_fds_sim,retry_rate",441264.812207161,one_to_one,True,,9,1672,9.708818424262658,3,1,0,0.8888888888888888,train_max_100,none,9205990.55737637,26038463.85090582,0.07,82853888.0,145.44833574593144,1334.0612343102887,128828.80217530199,1027.8354398601102,3892.483226157095,152.18339613361238,251.19200168042593,201.68769890701913,34.917380878459,17
20260329T154850Z-screen_threshold-cpu_hog_like-ibase-dbase-wbase-s01-r05,screen_threshold,cpu_hog_like,paper_aligned,extended,decision,H-quantile,Stricter quantile vs anchor.,extended-beyond-paper,base,base,base,warm_start,5,1,1110754030,1110754030,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,5,0,5,0,injection_onset,before_any_future_fault_start,1774807949.650623,1774807955.2602649,,base,5,3,0.95,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,80800365.22666666,"disk_fill_mb,leak_mb,open_fds_sim,retry_rate",293983.39572571334,one_to_one,True,,9,1716,9.708818424262658,3,1,0,0.8888888888888888,train_max_100,none,9205990.55737637,26038463.85090582,0.07,82853888.0,144.75132674182598,1334.093179822396,128824.61590912065,1025.054126038468,3893.0813079193285,152.30299848987258,251.3473063860638,201.8251524379682,12.041534312246181,20
20260329T154850Z-screen_threshold-cpu_hog_like-ibase-dbase-wbase-s01-r06,screen_threshold,cpu_hog_like,paper_aligned,extended,decision,H-quantile,Stricter quantile vs anchor.,extended-beyond-paper,base,base,base,warm_start,6,1,2985336247,2985336247,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,4,0,4,0,injection_onset,before_any_future_fault_start,1774808208.219158,1774808212.499435,,base,5,3,0.95,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,80637659.97037037,"disk_fill_mb,leak_mb,open_fds_sim,retry_rate",304492.45528706186,one_to_one,True,,9,1766,9.708818424262658,3,1,0,0.8888888888888888,train_max_100,none,9205990.55737637,26038463.85090582,0.07,82853888.0,193.4479322303899,1786.7925289814489,172534.4531393674,1457.4110128968082,5190.99219190901,187.22945050257562,298.24810499875844,242.73877775066703,26.160418062102654,18
20260329T154850Z-screen_threshold-cpu_hog_like-ibase-dbase-wbase-s01-r07,screen_threshold,cpu_hog_like,paper_aligned,extended,decision,H-quantile,Stricter quantile vs anchor.,extended-beyond-paper,base,base,base,warm_start,7,1,517219105,517219105,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,4,0,4,0,injection_onset,before_any_future_fault_start,1774808460.988214,1774808465.815636,,base,5,3,0.95,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,80706521.41449276,"disk_fill_mb,leak_mb,open_fds_sim,retry_rate",366461.11178895144,one_to_one,True,,9,1812,9.708818424262658,3,1,0,0.8888888888888888,train_max_100,none,9205990.55737637,26038463.85090582,0.07,82853888.0,193.4358069628512,1785.9358117028287,172452.5609771821,1455.5058271112391,5188.8688557032665,187.14400096541328,297.7462149232686,242.44510794434092,60.06431730281241,23
20260329T154850Z-screen_threshold-cpu_hog_like-ibase-dbase-wbase-s01-r08,screen_threshold,cpu_hog_like,paper_aligned,extended,decision,H-quantile,Stricter quantile vs anchor.,extended-beyond-paper,base,base,base,warm_start,8,1,530922506,530922506,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,4,0,4,0,injection_onset,before_any_future_fault_start,1774808717.4054909,1774808722.0918632,,base,5,3,0.95,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,80508221.5884058,"disk_fill_mb,leak_mb,open_fds_sim,retry_rate",381228.62767626875,one_to_one,True,,9,1856,9.708818424262658,3,1,0,0.8888888888888888,train_max_100,none,9205990.55737637,26038463.85090582,0.07,82853888.0,192.6429001529005,1785.4459008417361,172397.62089512218,1450.9035942453447,5188.374882996875,186.1300219127471,297.7849124628576,241.9574671878024,34.0291303058186,23
20260329T154850Z-screen_threshold-cpu_hog_like-ibase-dbase-wbase-s01-r09,screen_threshold,cpu_hog_like,paper_aligned,extended,decision,H-quantile,Stricter quantile vs anchor.,extended-beyond-paper,base,base,base,warm_start,9,1,3423753251,3423753251,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,2,0,2,0,injection_onset,before_any_future_fault_start,1774808974.3452349,1774808976.363185,,base,5,3,0.95,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,80677464.17777778,"disk_fill_mb,leak_mb,open_fds_sim,retry_rate",324863.0455023073,one_to_one,True,,9,1899,9.708818424262658,3,1,0,0.8888888888888888,train_max_100,none,9205990.55737637,26038463.85090582,0.07,82853888.0,192.18785080520314,1785.2890900891146,172377.97278253318,1448.949047436286,5188.283570182778,186.17489357804794,298.16418047946706,242.1695370287575,29.81678664283507,24
